PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;45;2;7;28045002_7_8;2010;9;19;3;V;3;V;1;V;3;V;3;V;2;V;2;V;5;V;4;V;3;V;2;V;1;V;2;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;5;V;7;V;1;V;1;V
28;45;2;8;28045002_8_8;2010;9;19;22;V;20;V;14;V;20;V;25;V;16;V;21;V;23;V;17;V;14;V;12;V;10;V;10;V;9;V;9;V;13;V;14;V;21;V;36;V;55;V;56;V;49;V;20;V;16;V
28;45;2;10;28045002_10_49;2010;9;19;13;V;12;V;19;V;12;V;12;V;17;V;16;V;9;V;9;V;16;V;8;V;10;V;13;V;14;V;11;V;8;V;10;V;17;V;10;V;19;V;20;V;20;V;17;V;16;V
28;45;2;14;28045002_14_6;2010;9;19;38;V;43;V;51;V;41;V;41;V;49;V;44;V;43;V;65;V;67;V;90;V;99;V;106;V;117;V;122;V;126;V;125;V;120;V;97;V;72;V;68;V;71;V;85;V;87;V
28;47;2;1;28047002_1_38;2010;9;19;2;V;1;V;2;V;2;V;2;V;2;V;3;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;1;V;2;V
28;47;2;7;28047002_7_8;2010;9;19;29;V;10;V;21;V;15;V;20;V;23;V;36;V;14;V;7;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;17;V;18;V;16;V;9;V;19;V
28;47;2;8;28047002_8_8;2010;9;19;46;V;36;V;40;V;33;V;32;V;34;V;39;V;30;V;21;V;9;V;7;V;6;V;6;V;6;V;5;V;5;V;6;V;9;V;19;V;75;V;86;V;69;V;60;V;59;V
28;47;2;9;28047002_9_49;2010;9;19;12;V;9;V;7;V;9;V;11;V;8;V;6;V;9;V;12;V;17;V;14;V;12;V;11;V;11;V;13;V;13;V;13;V;15;V;15;V;19;V;15;V;11;V;21;V;12;V
28;47;2;14;28047002_14_6;2010;9;19;3;V;7;V;2;V;3;V;1;V;3;V;3;V;13;V;38;V;68;V;82;V;89;V;94;V;95;V;102;V;107;V;109;V;107;V;89;V;33;V;7;V;12;V;15;V;9;V
28;47;2;20;28047002_20_59;2010;9;19;5.9;V;5.4;V;4.9;V;4.3;V;5.3;V;5.4;V;4.8;V;3.9;V;3.3;V;1.5;V;1.2;V;0.9;V;2.2;V;0.8;V;0.6;V;0.9;V;1;V;1.2;V;3.4;V;4.1;V;7.1;V;5.3;V;4.5;V;4.7;V
28;47;2;30;28047002_30_59;2010;9;19;1.3;V;0.8;V;0.6;V;0.6;V;0.7;V;0.5;V;0.7;V;0.5;V;0.3;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.6;V;2.3;V;1;V;0.8;V;0.7;V
28;47;2;42;28047002_42_2;2010;9;19;7.8;V;7.1;V;7.3;V;7.3;V;7.5;V;7.4;V;7.3;V;7.2;V;7.1;V;6.9;V;6.8;V;6.8;V;6.8;V;6.7;V;6.7;V;6.8;V;6.8;V;6.9;V;7.1;V;7.6;V;7.4;V;7.3;V;7.1;V;7.2;V
28;47;2;44;28047002_44_2;2010;9;19;0.6;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.4;V;0.4;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.4;V;0.4;V;0.6;V;0.8;V;0.7;V;0.5;V;0.5;V;0.5;V
28;49;3;7;28049003_7_8;2010;9;19;4;V;3;V;5;V;5;V;5;V;11;V;9;V;15;V;6;V;4;V;3;V;2;V;2;V;1;V;1;V;1;V;1;V;2;V;25;V;87;V;122;V;30;V;8;V;29;V
28;49;3;8;28049003_8_8;2010;9;19;22;V;21;V;25;V;21;V;20;V;25;V;21;V;23;V;13;V;14;V;12;V;10;V;9;V;8;V;7;V;10;V;13;V;57;V;102;V;129;V;134;V;100;V;74;V;68;V
28;49;3;10;28049003_10_49;2010;9;19;11;V;12;V;15;V;23;V;16;V;15;V;16;V;15;V;12;V;11;V;13;V;12;V;9;V;21;V;18;V;13;V;13;V;16;V;24;V;41;V;60;V;57;V;33;V;29;V
28;49;3;14;28049003_14_6;2010;9;19;4;V;1;V;1;V;1;V;1;V;1;V;5;V;10;V;25;V;47;V;75;V;90;V;96;V;102;V;105;V;98;V;93;V;42;V;8;V;1;V;1;V;1;V;1;V;1;V
28;5;2;1;28005002_1_38;2010;9;19;2;V;3;V;3;V;3;V;2;V;2;V;3;V;3;V;3;V;2;V;3;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;2;V;1;V;1;V
28;5;2;6;28005002_6_48;2010;9;19;0.3;V;0.3;V;0.2;V;0.3;V;0.2;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.6;V;0.5;V;0.6;V;0.4;V;0.3;V
28;5;2;7;28005002_7_8;2010;9;19;7;V;4;V;4;V;4;V;6;V;5;V;5;V;9;V;12;V;7;V;2;V;2;V;2;V;4;V;1;V;1;V;2;V;4;V;6;V;27;V;15;V;44;V;21;V;8;V
28;5;2;8;28005002_8_8;2010;9;19;28;V;23;V;20;V;21;V;24;V;22;V;19;V;18;V;18;V;18;V;15;V;12;V;12;V;13;V;10;V;10;V;15;V;20;V;47;V;79;V;66;V;78;V;67;V;51;V
28;5;2;10;28005002_10_49;2010;9;19;37;V;20;V;27;V;28;V;37;V;20;V;14;V;26;V;24;V;24;V;27;V;30;V;24;V;26;V;19;V;20;V;13;V;17;V;8;V;27;V;55;V;45;V;54;V;46;V
28;5;2;14;28005002_14_6;2010;9;19;17;V;18;V;18;V;14;V;10;V;12;V;13;V;16;V;20;V;38;V;69;V;86;V;100;V;104;V;107;V;106;V;100;V;89;V;46;V;7;V;14;V;4;V;7;V;14;V
28;58;4;7;28058004_7_8;2010;9;19;14;V;7;V;4;V;4;V;2;V;4;V;12;V;9;V;13;V;7;V;5;V;1;V;1;V;2;V;3;V;1;V;1;V;1;V;1;V;6;V;17;V;4;V;9;V;50;V
28;58;4;8;28058004_8_8;2010;9;19;77;V;59;V;49;V;39;V;27;V;32;V;39;V;29;V;30;V;24;V;25;V;10;V;7;V;7;V;7;V;5;V;4;V;9;V;15;V;66;V;118;V;86;V;97;V;127;V
28;58;4;10;28058004_10_49;2010;9;19;29;V;39;V;19;V;23;V;44;V;29;V;21;V;26;V;24;V;26;V;17;V;24;V;19;V;16;V;14;V;16;V;12;V;14;V;13;V;21;V;30;V;39;V;28;V;33;V
28;58;4;14;28058004_14_6;2010;9;19;5;V;6;V;8;V;10;V;17;V;12;V;10;V;16;V;20;V;29;V;41;V;70;V;81;V;83;V;81;V;85;V;86;V;85;V;78;V;36;V;10;V;27;V;19;V;4;V
28;58;4;20;28058004_20_59;2010;9;19;2.8;V;3.7;V;4;V;2.3;V;1.8;V;2;V;1.6;V;1.6;V;1.4;V;1.6;V;1.3;V;1;V;0.6;V;0.5;V;0.6;V;0.3;V;0.3;V;0.3;V;0.6;V;1.7;V;4;V;2.1;V;2;V;3.5;V
28;58;4;30;28058004_30_59;2010;9;19;1.3;V;1.5;V;1.5;V;1.4;V;1;V;0.7;V;0.6;V;0.6;V;0.7;V;0.8;V;0.7;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.2;V;0.2;V;0.5;V;0.9;V;2.2;V;1.3;V;1.4;V;2.4;V
28;58;4;42;28058004_42_2;2010;9;19;6.9;V;6.9;V;6.8;V;6.6;V;6.5;V;6.5;V;6.8;V;6.6;V;6.6;V;6.5;V;7.8;V;6.5;V;6.2;V;6.1;V;6.1;V;6.1;V;6.1;V;6.1;V;6.1;V;6.6;V;6.9;V;6.7;V;6.9;V;7.4;V
28;58;4;44;28058004_44_2;2010;9;19;1.5;V;1.5;V;1.4;V;1.3;V;1.2;V;1.3;V;1.5;V;1.3;V;1.3;V;1.2;V;1.2;V;1.1;V;1.1;V;1;V;1.1;V;1;V;1.1;V;1.1;V;1.1;V;1.5;V;1.8;V;1.5;V;1.7;V;2;V
28;6;4;7;28006004_7_8;2010;9;19;1;V;2;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;3;V;2;V;2;V;3;V;3;V;2;V;1;V;1;V;1;V;1;V;10;V;17;V;11;V;3;V;3;V
28;6;4;8;28006004_8_8;2010;9;19;16;V;15;V;19;V;13;V;13;V;13;V;14;V;11;V;9;V;10;V;10;V;11;V;16;V;17;V;14;V;12;V;14;V;17;V;43;V;74;V;86;V;72;V;53;V;54;V
28;6;4;10;28006004_10_49;2010;9;19;12;V;11;V;10;V;9;V;7;V;6;V;8;V;9;V;9;V;8;V;8;V;8;V;16;V;16;V;9;V;17;V;10;V;18;V;9;V;14;V;17;V;23;V;19;V;16;V
28;6;4;14;28006004_14_6;2010;9;19;29;V;27;V;19;V;25;V;23;V;26;V;22;V;27;V;38;V;47;V;62;V;82;V;87;V;97;V;112;V;116;V;114;V;102;V;63;V;22;V;6;V;16;V;27;V;18;V
28;6;4;20;28006004_20_59;2010;9;19;0.6;V;0.1;V;0.2;V;0.2;V;0.1;V;0.1;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.4;V;1;V;1.1;V;0.6;V;0.9;V
28;6;4;30;28006004_30_59;2010;9;19;0.4;V;0.3;V;0.4;V;0.5;V;0.4;V;0.4;V;0.4;V;0.5;V;0.4;V;0.3;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.3;V;0.4;V;0.3;V;0.3;V;0.7;V;1.7;V;1.9;V;0.8;V;0.9;V
28;6;4;42;28006004_42_2;2010;9;19;6.2;V;6.3;V;6.3;V;6.2;V;6.3;V;6.2;V;6.3;V;6.2;V;6.1;V;6.1;V;6.1;V;6.1;V;6.1;V;6.1;V;6.2;V;6.2;V;6.1;V;6;V;6.2;V;6.6;V;7.1;V;6.9;V;8.3;V;7.5;V
28;6;4;44;28006004_44_2;2010;9;19;0.4;V;0.4;V;0.4;V;0.3;V;0.4;V;0.4;V;0.4;V;0.4;V;0.3;V;0.3;V;0.2;V;0.2;V;0.3;V;0.4;V;0.3;V;0.2;V;0.2;V;0.2;V;0.3;V;1.1;V;1.9;V;1.6;V;1;V;0.9;V
28;67;1;7;28067001_7_8;2010;9;19;2;V;2;V;2;V;2;V;2;V;3;V;9;V;5;V;4;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;67;1;8;28067001_8_8;2010;9;19;6;V;5;V;6;V;5;V;5;V;6;V;6;V;6;V;7;V;4;V;3;V;4;V;3;V;3;V;3;V;3;V;4;V;7;V;17;V;18;V;15;V;12;V;10;V;10;V
28;67;1;10;28067001_10_49;2010;9;19;23;V;19;V;11;V;11;V;12;V;14;V;11;V;16;V;23;V;33;V;24;V;26;V;23;V;21;V;20;V;19;V;16;V;28;V;29;V;30;V;23;V;21;V;22;V;12;V
28;67;1;14;28067001_14_6;2010;9;19;14;V;9;V;6;V;8;V;6;V;3;V;4;V;11;V;32;V;64;V;78;V;93;V;99;V;105;V;112;V;118;V;122;V;120;V;92;V;72;V;65;V;59;V;48;V;35;V
28;7;4;7;28007004_7_8;2010;9;19;8;V;8;V;7;V;7;V;7;V;8;V;9;V;15;V;15;V;15;V;13;V;10;V;8;V;7;V;8;V;8;V;8;V;7;V;7;V;40;V;50;V;23;V;9;V;9;V
28;7;4;8;28007004_8_8;2010;9;19;50;V;40;V;32;V;27;V;27;V;26;V;29;V;29;V;22;V;23;V;22;V;16;V;9;V;6;V;5;V;4;V;5;V;7;V;15;V;88;V;123;V;103;V;70;V;76;V
28;7;4;9;28007004_9_49;2010;9;19;9;V;7;V;5;V;4;V;6;V;4;V;4;V;4;V;5;V;6;V;5;V;6;V;5;V;4;V;4;V;3;V;4;V;4;V;2;V;2;V;15;V;16;V;18;V;11;V
28;7;4;14;28007004_14_6;2010;9;19;14;V;16;V;20;V;23;V;23;V;22;V;17;V;20;V;30;V;39;V;56;V;76;V;101;V;110;V;112;V;105;V;107;V;105;V;93;V;35;V;4;V;15;V;37;V;24;V
28;74;7;7;28074007_7_8;2010;9;19;18;V;14;V;7;V;4;V;3;V;5;V;10;V;10;V;11;V;16;V;8;V;4;V;3;V;4;V;3;V;2;V;3;V;4;V;8;V;50;V;45;V;66;V;71;V;41;V
28;74;7;8;28074007_8_8;2010;9;19;74;V;63;V;55;V;48;V;42;V;43;V;42;V;33;V;29;V;35;V;28;V;19;V;19;V;18;V;13;V;10;V;16;V;28;V;74;V;108;V;125;V;134;V;128;V;113;V
28;74;7;10;28074007_10_49;2010;9;19;44;V;30;V;25;V;15;V;25;V;30;V;18;V;30;V;24;V;16;V;29;V;26;V;20;V;25;V;30;V;21;V;19;V;17;V;23;V;24;V;52;V;48;V;43;V;47;V
28;74;7;14;28074007_14_6;2010;9;19;2;V;2;V;3;V;7;V;7;V;6;V;7;V;18;V;25;V;30;V;47;V;74;V;85;V;96;V;106;V;105;V;101;V;86;V;44;V;14;V;2;V;2;V;2;V;2;V
28;80;3;7;28080003_7_8;2010;9;19;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;3;V;2;V;2;V;2;V;1;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;10;V;47;V;31;V;2;V
28;80;3;8;28080003_8_8;2010;9;19;18;V;15;V;14;V;14;V;12;V;11;V;13;V;11;V;9;V;8;V;11;V;9;V;10;V;11;V;5;V;4;V;5;V;5;V;11;V;16;V;78;V;106;V;111;V;42;V
28;80;3;10;28080003_10_49;2010;9;19;20;V;20;V;16;V;14;V;10;V;7;V;11;V;15;V;12;V;10;V;10;V;15;V;20;V;16;V;22;V;20;V;16;V;20;V;11;V;20;V;22;V;29;V;28;V;57;V
28;80;3;14;28080003_14_6;2010;9;19;38;V;41;V;39;V;38;V;37;V;37;V;34;V;38;V;46;V;56;V;77;V;95;V;104;V;109;V;121;V;122;V;120;V;114;V;97;V;83;V;17;V;1;V;2;V;49;V
28;9;1;7;28009001_7_8;2010;9;19;1;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;2;V;1;V;2;V;1;V;1;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;1;V;1;V
28;9;1;8;28009001_8_8;2010;9;19;3;V;1;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;2;V;3;V;7;V;6;V;5;V;6;V;6;V;14;V;27;V;22;V;17;V;8;V;6;V
28;9;1;9;28009001_9_49;2010;9;19;8;V;12;V;14;V;5;V;5;V;6;V;9;V;10;V;2;N;1;N;12;V;8;V;3;V;5;V;9;V;10;V;16;V;10;V;9;V;8;V;15;V;13;V;13;V;11;V
28;9;1;14;28009001_14_8;2010;9;19;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;9;1;14;28009001_14_6;2010;9;19;30;V;28;V;38;V;33;V;32;V;29;V;36;V;34;V;40;V;55;V;64;V;95;V;107;V;106;V;120;V;126;V;125;V;116;V;91;V;69;V;80;V;74;V;81;V;79;V
28;92;5;1;28092005_1_38;2010;9;19;2;V;2;V;2;V;2;V;2;V;3;V;2;V;3;V;2;V;3;V;3;V;3;V;2;V;2;V;3;V;2;V;2;V;2;V;2;V;3;V;3;V;3;V;3;V;3;V
28;92;5;6;28092005_6_48;2010;9;19;0.4;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.5;V;0.4;V;0.4;V;0.3;V;0.4;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.7;V;0.4;V;0.5;V;0.4;V
28;92;5;7;28092005_7_8;2010;9;19;4;V;2;V;2;V;2;V;3;V;3;V;4;V;8;V;8;V;9;V;6;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;10;V;29;V;15;V;36;V;10;V
28;92;5;8;28092005_8_8;2010;9;19;58;V;37;V;35;V;32;V;30;V;31;V;31;V;30;V;26;V;28;V;25;V;13;V;7;V;7;V;6;V;6;V;7;V;9;V;22;V;60;V;118;V;118;V;110;V;83;V
28;92;5;10;28092005_10_49;2010;9;19;18;V;25;V;19;V;13;V;19;V;8;V;11;V;13;V;20;V;14;V;54;V;36;V;21;V;19;V;14;V;17;V;14;V;14;V;14;V;19;V;23;V;35;V;28;V;35;V
28;92;5;14;28092005_14_6;2010;9;19;7;V;14;V;14;V;15;V;15;V;15;V;14;V;17;V;27;V;35;V;55;V;84;V;96;V;100;V;101;V;97;V;99;V;92;V;75;V;39;V;3;V;3;V;3;V;18;V
28;102;1;1;28102001_1_38;2010;9;20;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;1;V;2;V;2;V;2;V;1;V;2;V;2;V;2;V
28;102;1;6;28102001_6_48;2010;9;20;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V
28;102;1;7;28102001_7_8;2010;9;20;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V
28;102;1;8;28102001_8_8;2010;9;20;3;V;3;V;3;V;3;V;3;V;3;V;3;V;4;V;6;V;5;V;3;V;7;V;5;V;3;V;3;V;4;V;5;V;5;V;4;V;5;V;4;V;6;V;4;V;4;V
28;102;1;10;28102001_10_49;2010;9;20;14;V;16;V;19;V;16;V;14;V;20;V;14;V;18;V;13;V;18;V;21;V;12;V;10;V;10;V;18;V;17;V;15;V;13;V;11;V;12;V;12;V;10;V;10;V;8;V
28;102;1;14;28102001_14_6;2010;9;20;83;V;83;V;78;V;71;V;68;V;70;V;67;V;66;V;64;V;76;V;82;V;72;V;71;V;78;V;73;V;71;V;73;V;67;V;73;V;62;V;70;V;62;V;71;V;76;V
28;123;2;7;28123002_7_8;2010;9;20;3;V;1;V;1;V;1;V;2;V;18;V;52;V;44;V;40;V;28;V;;N;31;V;17;V;13;V;5;V;7;V;14;V;22;V;17;V;18;V;17;V;5;V;2;V;4;V
28;123;2;8;28123002_8_8;2010;9;20;38;V;19;V;8;V;1;V;3;V;28;V;50;V;45;V;39;V;29;V;;N;45;V;19;V;11;V;4;V;7;V;17;V;38;V;40;V;39;V;32;V;14;V;3;V;8;V
28;123;2;10;28123002_10_49;2010;9;20;17;V;23;V;22;V;12;V;13;V;17;V;13;V;22;V;27;V;;N;35;V;51;V;35;V;32;V;44;V;31;V;31;V;37;V;40;V;32;V;38;V;33;V;27;V;20;V
28;123;2;14;28123002_14_6;2010;9;20;10;V;16;V;22;V;35;V;27;V;8;V;4;V;5;V;5;V;10;V;;N;16;V;29;V;42;V;50;V;57;V;47;V;31;V;22;V;17;V;12;V;18;V;26;V;17;V
28;13;2;7;28013002_7_8;2010;9;20;6;V;6;V;7;V;6;V;7;V;12;V;26;V;24;V;7;V;7;V;8;V;8;V;9;V;7;V;8;V;8;V;7;V;7;V;7;V;7;V;6;V;6;V;6;V;6;V
28;13;2;8;28013002_8_8;2010;9;20;14;V;21;V;23;V;21;V;21;V;31;V;48;V;44;V;16;V;14;V;15;V;17;V;18;V;11;V;14;V;24;V;16;V;19;V;28;V;24;V;13;V;13;V;13;V;13;V
28;13;2;10;28013002_10_49;2010;9;20;14;V;15;V;18;V;16;V;13;V;13;V;29;V;31;V;39;V;29;V;23;V;29;V;27;V;23;V;15;V;21;V;19;V;19;V;19;V;22;V;24;V;17;V;18;V;22;V
28;13;2;14;28013002_14_6;2010;9;20;32;V;23;V;22;V;24;V;23;V;15;V;6;V;17;V;50;V;68;V;68;V;59;V;62;V;76;V;69;V;59;V;64;V;60;V;47;V;55;V;55;V;46;V;53;V;44;V
28;133;2;7;28133002_7_8;2010;9;20;5;V;5;V;4;V;5;V;5;V;6;V;14;V;14;V;10;V;9;V;10;V;16;V;9;V;5;V;5;V;4;V;5;V;5;V;6;V;6;V;6;V;6;V;5;V;5;V
28;133;2;8;28133002_8_8;2010;9;20;7;V;6;V;5;V;6;V;9;V;9;V;22;V;19;V;13;V;15;V;16;V;26;V;13;V;7;V;5;V;4;V;5;V;6;V;13;V;11;V;13;V;13;V;9;V;9;V
28;133;2;10;28133002_10_49;2010;9;20;16;V;12;V;11;V;12;V;11;V;14;V;16;V;21;V;18;V;17;V;26;V;21;V;17;V;26;V;27;V;23;V;25;V;20;V;20;V;17;V;16;V;19;V;17;V;12;V
28;133;2;14;28133002_14_6;2010;9;20;57;V;55;V;57;V;48;V;42;V;42;V;26;V;27;V;36;V;37;V;45;V;41;V;61;V;76;V;78;V;87;V;84;V;83;V;72;V;70;V;53;V;45;V;47;V;40;V
28;14;2;7;28014002_7_8;2010;9;20;1;V;1;V;1;V;1;V;4;V;23;V;61;V;60;V;57;V;52;V;1;V;1;V;1;V;;N;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;14;2;8;28014002_8_8;2010;9;20;11;V;25;V;40;V;34;V;33;V;34;V;49;V;49;V;48;V;44;V;12;V;12;V;6;V;;N;8;V;4;V;11;V;19;V;16;V;16;V;20;V;6;V;8;V;10;V
28;14;2;10;28014002_10_49;2010;9;20;19;V;17;V;19;V;22;V;18;V;19;V;29;V;44;V;49;V;52;V;46;V;30;V;21;V;16;V;13;V;19;V;25;V;20;V;17;V;13;V;11;V;14;V;14;V;11;V
28;14;2;14;28014002_14_6;2010;9;20;47;V;22;V;4;V;3;V;3;V;2;V;1;V;2;V;2;V;11;V;56;V;51;V;58;V;;N;54;V;62;V;54;V;46;V;43;V;42;V;36;V;45;V;42;V;41;V
28;148;4;7;28148004_7_8;2010;9;20;2;V;1;V;1;V;1;V;4;V;8;V;19;V;59;V;32;V;19;V;3;V;3;V;4;V;1;V;1;V;;N;;N;;N;1;V;1;V;2;V;1;V;1;V;1;V
28;148;4;8;28148004_8_8;2010;9;20;40;V;14;V;7;V;7;V;30;V;40;V;45;V;64;V;51;V;45;V;17;V;31;V;27;V;8;V;5;V;;N;;N;;N;24;V;23;V;26;V;11;V;5;V;6;V
28;148;4;9;28148004_9_49;2010;9;20;9;V;12;V;12;V;8;V;8;V;9;V;11;V;13;V;21;V;25;V;19;V;13;V;12;V;11;V;16;V;20;V;3;V;79;N;14;V;12;V;8;V;9;V;13;V;36;V
28;148;4;10;28148004_10_49;2010;9;20;25;V;40;V;21;V;22;V;20;V;24;V;29;V;63;V;81;V;50;V;65;V;39;V;46;V;40;V;30;V;32;V;29;V;24;V;33;V;46;V;32;V;23;V;23;V;24;V
28;148;4;14;28148004_14_6;2010;9;20;14;V;26;V;31;V;35;V;14;V;11;V;10;V;8;V;13;V;14;V;35;V;27;V;30;V;49;V;51;V;53;N;;N;;N;33;V;28;V;22;V;29;V;27;V;23;V
28;16;1;1;28016001_1_38;2010;9;20;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;;N;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;2;V;3;V;2;V;3;V
28;16;1;6;28016001_6_48;2010;9;20;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.2;V;0.1;V;0.1;V;0.2;V;0.2;V;;N;0.1;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V
28;16;1;7;28016001_7_8;2010;9;20;2;V;1;V;1;V;2;V;1;V;1;V;2;V;2;V;2;V;2;V;;N;1;V;1;V;2;V;3;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;16;1;8;28016001_8_8;2010;9;20;10;V;11;V;10;V;10;V;9;V;9;V;8;V;9;V;8;V;8;V;;N;2;V;2;V;11;V;17;V;11;V;7;V;5;V;7;V;7;V;5;V;4;V;5;V;5;V
28;16;1;9;28016001_9_49;2010;9;20;6;V;10;V;12;V;8;V;6;V;6;V;3;V;2;V;4;V;6;V;8;V;11;V;12;V;11;V;10;V;7;V;7;V;9;V;11;V;14;V;12;V;8;V;11;V;12;V
28;16;1;10;28016001_10_49;2010;9;20;19;V;19;V;17;V;15;V;19;V;16;V;16;V;18;V;18;V;20;V;20;V;29;V;29;V;29;V;28;V;23;V;25;V;28;V;32;V;35;V;34;V;32;V;26;V;27;V
28;16;1;14;28016001_14_6;2010;9;20;84;V;79;V;73;V;68;V;74;V;62;V;76;V;54;V;64;V;75;V;;N;70;V;72;V;64;V;58;V;65;V;71;V;75;V;74;V;72;V;66;V;64;V;58;V;53;V
28;16;1;20;28016001_20_59;2010;9;20;0.6;V;0.6;V;0.5;V;0.6;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;70.3;N;0.6;V;0.7;V;0.7;V;0.8;V;0.7;V;0.6;V;0.6;V;0.6;V;0.6;V;0.5;V;0.6;V;0.6;V;0.6;V
28;16;1;30;28016001_30_59;2010;9;20;0.4;V;0.4;V;0.3;V;0.4;V;0.3;V;0.3;V;0.3;V;0.4;V;0.3;V;0.3;V;93.3;N;0.4;V;0.6;V;0.6;V;0.7;V;0.6;V;0.5;V;0.5;V;0.5;V;0.5;V;0.3;V;0.5;V;0.4;V;0.5;V
28;16;1;42;28016001_42_2;2010;9;20;5.9;V;5.9;V;5.8;V;5.9;V;5.8;V;5.9;V;5.9;V;5.9;V;5.8;V;5.8;V;;N;0.2;N;0.2;N;0.6;N;6;V;5.9;V;5.9;V;6;V;5.9;V;5.9;V;5.9;V;5.9;V;6;V;6;V
28;16;1;44;28016001_44_2;2010;9;20;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;;N;0.1;N;0.1;N;0.3;N;0.4;V;0.4;V;0.3;V;0.4;V;0.4;V;0.4;V;0.3;V;0.3;V;0.3;V;0.4;V
28;161;1;7;28161001_7_8;2010;9;20;15;V;5;V;4;V;5;V;15;V;18;V;20;V;23;V;21;V;12;V;6;V;3;V;2;V;4;V;2;V;2;V;1;V;1;V;6;V;8;V;7;V;6;V;3;V;2;V
28;161;1;8;28161001_8_8;2010;9;20;53;V;38;V;36;V;34;V;45;V;44;V;44;V;43;V;38;V;28;V;30;V;21;V;12;V;21;V;13;V;16;V;15;V;17;V;42;V;47;V;37;V;35;V;25;V;30;V
28;161;1;9;28161001_9_49;2010;9;20;10;V;8;V;11;V;12;V;16;V;19;V;16;V;21;V;19;V;10;V;20;V;12;V;15;V;11;V;11;V;10;V;10;V;11;V;10;V;8;V;8;V;7;V;9;V;12;V
28;161;1;14;28161001_14_6;2010;9;20;8;V;15;V;12;V;16;V;8;V;9;V;7;V;8;V;11;V;31;V;38;V;47;V;56;V;46;V;58;V;56;V;55;V;47;V;21;V;14;V;16;V;19;V;25;V;22;V
